submissionid,ma_id,69_fish_type,69_street,69_customer_home,69_market,69_shop,69_fishing_company,69_restaurant,69_own_home,69_other
2fbf85e4-fb41-418e-933d-a678ae67ae79,77,20000,,,,,,,,
10808c13-52fd-4569-b802-836f7f26e10d,76,sunu,,,,,,,,
88a02aff-0323-4e54-b641-ea45a71c883d,76,baronang,,,25000,,,,,
50305d25-c368-49ea-9a1e-37d32c9d33fb,76,kepiting,,,,,,,,
be6a8ddc-2e64-4bb2-9233-a3afa06b4c77,51,ikan kakap merah,,,50000,,,,,
124b8f69-6b6e-4221-b070-2858ed3e405a,174,langgora,10000,,,,,,,
e05f65a0-c5c8-4e24-90e5-b1b46c3fe570,174,langgora,10000,,,,,,,
702bbbf0-d00d-4283-bc25-a0de23d98776,174,momar,0,0,0,0,0,0,0,0
ac5b45d0-5f26-48fc-be51-b6d8844988ac,77,agar/ rumput laut,0,0,0,0,0,0,0,0
a8880ef8-05de-432d-b639-f4cddb4d06b0,174,kakap merah,,,,,,,,
5beb7344-48f2-427b-aaa3-d44031890fd1,57,Tongkol,0,0,25000,0,0,0,0,0
7847444e-3079-4a1e-8f9d-9e0052c3ec6a,57,sipou,0,0,0,0,0,0,0,
7d80259c-1ac0-49a7-86e0-69a87d9bb2d6,174,katamba,,,,,,,,
5a721a16-8b61-42ca-83a7-3df0a84cda54,60,pogo,10000,,,,,,,
19de8fdf-c0eb-4ea1-9cba-6576b3c3edfe,60,katamba,,,,,,,,
eab2f52f-0210-4027-b078-bda27b56755c,174,ikan sori,10000,,,,,,,
e3a2e086-198f-432d-9e61-c2c5f0f40c75,174,katamba,,,,,,,,
38369368-81f2-42fb-a2ea-1ffdec14dc59,174,lajang,,,,,,,,
3a969696-28a8-4838-b43f-eb3d1f56d2b9,56,ikan ruma-ruma,,,,,,,,
9d4d8dd7-450c-4a09-902a-d8f087db214c,57,Kakap,0,0,20000,0,0,0,0,0
abaf0d04-2dd0-4e3e-9b97-371fc04d6a8a,57,Kakap,0,0,20000,0,0,0,0,0
5611950a-073f-4214-aa52-9d2874d22364,57,Kakap,20000,0,0,0,0,0,0,0
ed848b3b-db09-45ab-9303-b97bd35b37ac,57,Bia-Bia,15000,0,0,0,0,0,0,0
e45647ad-5593-4238-ab14-adbc910f1036,76,baronang,0,0,0,0,0,0,0,0
66373813-3528-4b21-8bf2-a0ae5f7f100a,69,ikan merah,10000,,,,,,,
c496c0b7-9524-41c5-935e-c9ce63face7e,69,ikan katamba,,20000,,,,,,
2287e678-6347-4eb3-8d95-3f5d6cf44786,69,biji nangka,,15000,,,,,,
5ab0607b-e352-4754-b0ef-53cbcc0f4a62,69,ikan katamba,,50000,,,,,,
1d6e2c57-f00c-4e6c-b546-af5e74668468,69,pogo,,10000,,,,,,
4d711eb2-8b0a-4ee4-be75-8f15946d66cc,69,kakap,50000,,,,,,,
cd85fb13-b9ce-4037-a31a-2dcbc38dc76e,69,tongkol,10000,,,,,,,
e9c2c47b-fe40-483e-9150-8756525071f4,69,cakalang,20000,,,,,,,
16f8726d-afd9-4a41-8f92-1a2f731114e4,69,layang,10000,,,,,,,
e663b4c1-e1c6-4a85-94ed-1a8a210c4cb6,69,cakalang,100000,,100000,,,,,
305ddb72-f39f-4f05-9588-a40160492836,69,Ikan Sogo-sogo,,,,,,,20000,
d5612a1b-4103-4b14-99d2-7a735387a7b2,56,Katamba,,,,,,,,
e60d43c2-5961-4e76-b9a4-eb0667af2257,77,kakap putih,,,,,,,,
97448ef8-f859-4f8c-9c8d-2f160d1f0ad1,63,ikan kurisi,10000,10000,,,,,10000,
d4411c84-93e3-4145-a823-403af9591c29,63,Ruma ruma,25000,,,,,,,
70b32477-34b3-4c55-9d0a-93d4862b9223,63,Ruma ruma,,,,,,,,
7b126b0b-b695-478c-836b-570bc894f132,63,Ruma ruma,20000,,,,,,,
747e6eae-8109-476b-a692-ec71f6c91ce9,174,katamba,,,,,,,,
ab73e174-3257-4a7a-884c-48eb338c05f4,63,ikan kakap merah,,20000,20000,,,,20000,
a4d11048-f80d-4eb3-86df-b0e9d3fa6f29,63,ruma-ruma,25000,25000,,,,,,
e91ce49e-e9df-41ff-a37d-2c0f83ab378e,63,korapu,25000,,,,,,25000,
0ac9d34d-4d75-40d6-acb6-814d6164b1ef,56,katamba,,,,,,,,
bb30a615-5e5e-435a-a4cc-384a5d32246d,56,ikan ruma-ruma,,,,,,,,20000
215c4a67-b801-47f9-bbfb-f74184a3aba3,174,kakap merah. ,3000,3000,,,,,,
abaa1b48-4db4-46d2-86c4-e5722335927b,174,kerapu,1000,,1000,,,,,
0a1f3a26-7667-4869-b828-af2e75d66189,174,bobara,,,,,,,,
988fd7b7-c742-40df-8504-635627dbc2f9,57,Kakap,0,0,200000,0,0,0,0,0
b46ca4c0-48f8-4a9c-aea5-9c049a81e25a,57,Kembung,0,0,,0,0,0,0,0
553aade6-2eae-439a-af9a-05b398d243fa,57,Baronang,0,0,0,0,0,0,50000,0
fc68449e-298b-4338-841f-f16dd3e1d0a2,57,Tuna,,,,,40000,,,
e985b7d0-32bc-44cd-abd2-1329e426a1db,57,Baronang,20000,,,,,,,
36f3df09-ac46-4a52-b9cb-c6b1db370f66,57,Kaka Tua,10000,,,,,,,
51a802b1-c8fb-446c-8bf5-57244913e0fb,57,Lama,10000,,,,,,,
a352ab4d-6732-418a-b668-c85e28430f02,63,Kurisi,,,,,,,10000,
25e1a552-cc9c-4b24-9393-dcc4246e07bf,56,kue,,25000,,,,,,
71da4e70-1a30-48f4-87ad-9ede2e89bb54,56,baronag,,,,,,,,
dfa47d9a-e802-4dbc-bb1a-0cabc17270fe,69,Langgora,20000,,20000,,,,,
a9a27ad4-0be3-4d21-8a84-854d442b6363,69,Katamba,20000,,,,,,,
57232352-2ccf-4685-afd4-b9adc4f804bd,69,Ikan Kue,,,30000,,,,,
4fddc660-8ab8-4d2f-8fcb-601343da437c,69,Cakalang,,,50000,,,,,
ef7a0eef-f803-4339-a157-0c2f699a85ce,56,ruma-ruma,,,,,,,,25000
dc4ecc10-bacd-4156-8f53-f41b4446add0,68,Tongkol,,,,,,,,
aa11c767-b53e-499c-8f77-62b6dd494227,51,ikan tuna ,40000,40000,40000,40000,40000,40000,40000,
8db2c2ef-2731-4a9a-84ed-0b514858427e,72,ikan mera,,,,,,,,
5e02d3eb-ac3f-4dc3-a88a-09da6c3f5743,72,ikan putih,,,,,,,,
47aa6638-a4f2-4166-be7b-bd143012cb34,60,katamba,,,,,,,,
45d8c243-29b0-44e1-8a28-8db00a644ab9,60,kakap,,,,,,,,
0537ef04-8082-4d8d-bf3c-2a9891e78fa2,174,kerapu,,,,,,,,
9ba60ad6-ee23-407c-ace2-66ab8e05d3e8,174,tongkol,,,,,,,,
30515f0d-62e9-499b-aa1e-71771c2017c0,174,duri babi,5000,,,,,,,
e2e5b15e-2586-416c-a6c3-1e6efa8b5bf6,60,katamba,,,,,,,,
1d23960c-324e-4fd3-911e-22c7dd776e59,60,kerang kerangan,5000,,,,,,,
81a79c2f-ecf0-4d45-ae47-2ff6e014ef31,60,tongkol,,,,,,,10000,
79fbf4ef-aadb-4075-8000-cd485b5f1459,67,katamba,20000,,20000,,,,20000,
79fbf4ef-aadb-4075-8000-cd485b5f1459,67,kakatua ,20000,20000,20000,,,,20000,
52577c79-9d6e-4032-9017-2ffa2f7c5a2c,62,emperors ,,,,,,,150000,
69b3e94d-3c2d-4d56-b526-cfa82da3bbc5,67,bobara,60000,,,,,,,
e1f8306b-aebf-4615-a54f-bea99fcbf190,67,sunut,15000,,,,,,,
c1de7cae-8672-4187-a643-f14f65a8d367,68,ikan sogo sogo,,,10000,,,,,
ff1eca5d-fa5c-46c0-9c2b-d06075793f88,73,lencam,25000,,,,,,25000,
f1a72a80-8d98-4219-9eff-1b3703b4cf70,73,sunu,20000,,,,,,,
3d655563-5f83-4a25-8270-d7a3be568ff8,68,ikan lajang,,,,,,,,
60e62290-9cc9-4001-a719-0e7af6f31838,51,katamba,,,20000,,,,,
0aa6e211-73e4-4f84-92c7-54d29cf0fa68,73,lencam,,,,,,,,
d967eded-b680-491c-bcda-8c1d9431361b,61,Ikan Kembung,,,20000,,,,,
b8b76ef3-d3e3-4617-8cfe-19fc3cd6c0ed,77,ikan putih ,,,,,,,,
b8b76ef3-d3e3-4617-8cfe-19fc3cd6c0ed,77,limboko,,,,,,,,
4c8f9927-8d17-4a24-bb2d-e98f1b5161d9,73,ikan merah,30000,,,,,,30000,
0954ac70-97af-4608-bc0c-649520b36232,67,kataba,20,20,20,,,,20,
e2bbe0f6-45d7-4d12-9799-261a8433957c,51,ikan tuna,60000,60000,60000,60000,60000,60000,60000,
98757ee4-3d74-4a94-8ef4-d34ef23b8414,65,Ikan Katamba,,,,,,,,
9db07c53-55ed-4d0f-883c-3eca0252bcea,73,lencam,25000,,,,,,,
ce64c0ab-a015-4dc8-a16c-1fcf8bf60418,73,kembung,20000,,,,,,,
aef04903-964a-432d-a539-b2f732809222,73,Ikan Teri,10000,,,,,,,
2a0ba949-cc05-4fa0-af71-b1ac8bbbd3fc,73,Ikan Lencam,,,,,,,,
9e593624-4db1-4055-8669-2a7d03a07b99,63,kerapu,25000,,,,,,,
0faa7d0c-91fb-4000-b668-1b260081ad36,63,ikan batu,25000,,,,,,,
0faa7d0c-91fb-4000-b668-1b260081ad36,63,kepiting,40000,,,,,,,
cf9f7188-ca4b-489f-a209-f856df324806,63,lajang,30000,,,,,,,
8288c8c5-3b53-4016-9b0b-4cc3728c9a59,63,ruma ruma ,,,,,,,,
c8d2d2b6-d4e3-4090-af60-944c5fab11aa,63,kuweja,20000,,,,,,,
c3adc914-5c9f-44ff-a339-1213b3436600,63,kurisi,20000,,,,,,,
38e0a725-a8ab-40c0-b977-82fd9c65d434,63,ruma ruma ,25000,,,,,,,
98bca8cd-dfa3-46f0-b0bc-11563abda64e,63,kuwe,25000,,,,,,,
fb92c40f-6a4d-46ff-a468-60be6c4736d0,63,boto boto ,12000,,,,,,,
3f56490c-96e7-465c-b863-fd3ee030e632,63,ruma ruma,25000,,,,,,,
9a894309-1c2d-4534-a61f-4b5f55024a54,73,Ikan Baronang,20000,,,,,,,
096c7b54-937d-46cd-8346-46b755d5793e,63,RUMA-RUMA,,,,,,,,
096c7b54-937d-46cd-8346-46b755d5793e,63,KATAMBA,20000,,,,,,,
712de563-df2b-440c-902a-60d9a9b21bbe,63,RUMA-RUMA,,20000,,,,,,
4433dc0b-e595-4b0a-bfdd-303b6ed26866,73,selar,20000,,,,,,,
4abebd48-be00-4a55-bd0c-f12658ba2a3e,63,SUNU,,,,,,,,
a4cc5d4e-9a63-4f12-9f06-c312c1ab67ff,75,ikan kembung,20000,,,,,,,
e628443e-78fb-49e1-912b-0ee8541ea44f,75,kakap merah,,,,,,,,
4349d554-db59-4018-9b61-0e7d1239d4a7,75,layang,,,20000,,,,,
71508f5f-8db6-4672-afa5-253f5009aa2f,63,ikan puti,,,,,,,,
2fb07ba4-d9ca-4e23-becb-954326be7d83,75,ikan kakap merah,,,30000,,,,,
a09de8b4-9113-423d-8851-0d301dc6cbb3,75,kerapu,,,40000,,,,,
874c1ab1-ef66-4d3f-8ae1-2d8ce2d7b95a,63,Ruma-ruma,,,,,,,,
f0c95b7e-4e1d-4d2b-8839-1bd557918ba5,63,ikan ruma-runa,,,,,,,,
b64c2e30-e05e-4cef-aff3-a7ab9a0c3fad,63,Ruma-ruma,,,,,,,,
d49a48a0-1d9d-46c9-acf6-3faadb88c1de,73,ikan  merah ,20000,,,,,,,
c3f39c30-a40a-4757-8090-9d527845aa67,65,Ruma-Ruma,,,,,,,,
2cc60238-65c5-45b7-9842-8fbbe934a7ee,73,ikan lencam,20000,,,,,,,
678ebb00-8d33-4f06-ac6b-793b90cb99e1,59,ikan sunu (pertusuk),20000,,,,,,,
678ebb00-8d33-4f06-ac6b-793b90cb99e1,59,katamba (pertusuk),20000,,,,,,,
ba0cbafa-6d9a-4b80-b2dd-8ae441d64b02,59,katamba (dijual pertusuk),25000,,,,,,,
7bb3005a-84e2-4c28-b976-8767aaa71508,62,spotted spinefish,,,,,,,100000,
5a7cfb9f-a488-40bd-836b-378a968b6879,62,boronang,,,,,,,150000,
16fe3eba-01b5-4a46-aeca-154c32b6d798,62,blawis,,,,,,,20000,
df7c1110-15cf-4694-92c2-bada6a389d22,68,ikan katamba,,,20000,,,,,
d44e3357-4a37-4045-bdc6-205c1f2f1797,75,kuwe,,,20000,,,,,
c426fdb4-2916-4371-8311-b06c079a5a2e,75,kembung,,,20000,,,,,
93cfc3a8-d222-4eaa-89f8-176eec5a9b10,75,Barakuda,,,20000,,,,,
4958630d-e8fc-4178-876a-fed85d3d2743,75,selar,,,20000,,,,,
0e4e7f35-0d55-40f2-80e0-223b2e98bc5e,62,emperors ,,,,,,,150000,
4ff32dff-9b4a-4977-85ce-7fb85608ed86,62,longtoms,,,,,,,50000,
12690efb-9f16-478e-a2b9-45de1f98ca34,67,tuna,,70000,70000,,,,,
34604945-0926-4149-9d2f-5de39f4cd4b7,67,kurapu,,50000,,,50000,,,
d812a20b-1c7f-4a8e-9714-e37324c39eb4,67,cakalang,,,50000,,,,,
9f2321f8-e936-41d3-8bd5-ec7cc8b71e26,62,blawis,,,,,,,100000,
33eca2ea-cc6d-49b1-aee6-926f0299d62f,77,Lajang,,,,,,,,
b662ac94-27cc-42db-8642-6cde2e264986,62,emperors ,,,,,,,150000,
6b2717c1-a75d-4989-a9d0-de95f91e5c80,70,Ikan Katamba,,,,,,,,
7ac67c28-35b0-4d5c-b63b-149f083000f5,70,Ikan Pari,,,,,,,,
43982730-b844-4ada-9758-8463a642e5e3,70,ikan Katamba,,,,,,,,
dc5015f9-3c7f-4bd9-92f5-5300b9df9a47,70,ikan Katamba,,,,,,,,
153e0bf9-3dbd-4700-a6bd-fb8538cab36e,70,Ikan Katamba,,,,,,,25000,
51410b47-7c3b-4b33-98a1-bb4bd632e892,70,Ikan Putih,,,,,,,25000,
c452f2a5-e9f5-4216-8e65-ed7a20149767,70,Ikan Merah,,,,,,,,
10eb98de-6980-404f-ac1f-0fec3420327e,57,Kakap,0,0,200000,0,0,0,0,0
b9ea95f6-3b7f-4c69-842f-770700cfeba5,57,"Cakalang, ",0,0,0,0,200000,0,0,0
e37b7d5a-116c-4557-8e6a-107b1fac814a,57,Malajang,0,0,0,0,0,0,0,0
56e64e85-5309-4d90-b7aa-d36fe4e5c4ec,70,Ikan Merah,,,,,,,,
28704ad9-4c43-42fd-989b-3e8353553d6f,57,katamba,0,0,0,0,0,0,0,0
686b9977-2ca7-4285-80cc-174a61ae5766,57,sipou,0,0,0,0,0,0,0,0
3b953c0e-9295-4996-96b4-67d1bc44eb6e,57,katamba,20000,0,0,0,0,0,0,0
ed1a35ed-f819-46c3-84cb-c4bcb460fe3c,57,katamba,0,0,100000,0,0,0,0,
930e9adf-4817-4f72-85ad-0f41065c852d,57,katamba,0,0,200000,0,0,0,0,0
fef67c43-f08b-4664-ac4a-5fc8e718163a,57,moma,0,0,100000,0,0,0,0,0
f364abe3-5bb1-44e8-82d6-010a67cf2b35,76,Katambang,0,0,0,0,0,0,1,0
6eb85719-0977-4d96-b7e7-10e07e077e69,76,Rajungan,,,,,,,,
e85fd5e0-a9e2-49e2-98f4-1d1a24daa5f4,76,Rajungan,,,,,,,,
70195047-b2f0-4e7d-ada8-9462c292fa8c,76,kepiting,,,,,,,,
a55b44d1-98fa-4f27-9b91-2e5fa5b946f2,76,kepiting,,,,,,,,
b38148ba-3125-4713-a14e-90c12952dc49,76,kepiting,,,,,,,,
a8cf38c6-a8f9-4c25-af5e-a55313e820be,76,kepiting,,,,,,,,
28070b08-80a0-4853-aad2-dfb32e302caf,70,ikan katamba ,,,,,,,20000,
48e84041-31ec-4f2e-bd0e-ae783568df22,70,ikan merah,,,,,,,15000,
47f0e3aa-b338-4c36-8cdb-a6a1c7423f4f,70,ikan kakap,,,,,,,30000,
c92e3351-aed5-4ec6-af80-4b070e4b32d3,70,ikan kakap,,,,,,,30000,
c92e3351-aed5-4ec6-af80-4b070e4b32d3,70,ikan merah,,,,,,,15000,
47d670ef-da68-4ff1-9ae1-27f9b4d40f06,76,katamba,,,15000,,,,,
c771b5cc-78ed-4bbf-8753-60ccec8801b1,76,kepiting,,,,,,,,
7c5128f9-3a51-4f89-b988-8eaf6f771858,76,katamba,,,20000,,,,,
864d6906-597a-4b1c-9892-9d0c54fcc5bf,55,katampa,,,,,,,,
097b50e0-e7a5-4910-addd-f9ed548ae71f,55,katamba,,,,,,,,
bd25a06a-476b-4a39-aea6-8dd2668a2ea1,77,rajungan,,,,,,,,
6c5581ca-9718-4fab-ad7e-d0a454f100da,55,Ketamba,15000,10000,,,,,,
2d74b336-702e-4ce7-b704-14b66972bf35,55,Ketamba,,,2000,,,,,
2d74b336-702e-4ce7-b704-14b66972bf35,55,Kerapu,,,20000,,,,,
5e3903cd-cc2d-47cb-be2b-8fc5891a139f,70,Ikan Layang,20000,,,,,,,
51d96472-4909-4eec-a302-b7856436f67f,70,Ikan kakap,,,,,,,25000,
6bc9435d-9dc1-4eb5-9d62-0768b1ee5136,70,Ikan layang,,,,,,,20000,
c9fb3383-b2f6-4b4f-8142-e7b4b7b71636,70,ikan timboku,,,,,,,20000,
ceee42bd-8e9b-47c3-a4f2-6afcbd9e5c21,70,Timboku,25000,,,,,,,
ddc62072-078d-41d2-8831-8ae4e795d4c8,70,Ikan Timboku,20000,,,,,,,
3767eb59-49b3-4ede-8b18-80376774e691,70,Ikan Kakap Merah,25000,,,,,,,
83f8718a-f589-44e4-a597-f9ec5c78470a,70,Ikan kakap,,,,,,,20000,
163eceed-40b5-4c5c-b757-38e728a291a4,70,katamba,,,,,,,,
9f7a8d16-40e2-435f-926c-3617517ff9cf,70,kaksp merah,,,,,,,,
dd982519-857f-45f6-b9bf-ea84a0f9b06b,70,katamba,,,,,,,,
5415bf94-cb8c-47ef-8d78-8fd72c9634a8,70,ikan merah,,,,,,,,
7736fe52-dcfe-46e3-b4fd-7c14b41d3c49,70,katamba,,,,,,,,
cff1f624-d141-4662-9d2f-2a45c4652209,62,ketamba,,,,,,,20000,
8e834c56-14e4-4de4-8d94-f5a9ae20ccda,62,momar,,,,,,,,
f4c20b59-e883-44b5-a46b-ca74097b7c52,55,katamba,,,,,,,,
1157b186-6d46-489f-8a7c-6a39837ef124,70,Ikan Kerapu,,,,,,,,
60e5975d-c31c-45ad-a9fe-c08f03be1b04,70,ikan katamba,,,20000,,,,,
f9e57a8e-54ef-494b-8a23-9a897bf73d69,70,Ikan Limboku,20000,,,,,,,
4566f07b-e4e7-4a63-8e73-4a3932083ea8,51,kakap merah,,,50000,,,,,
8e1f7c5b-c15a-425f-88c0-82112d8fc045,77,katamba,0,0,0,0,0,0,0,0
eb156713-34cd-4341-9ed3-e495f759c84b,70,Ikan kakap merah,,,,,,,300000,
1ab0eafa-f6ef-49a2-8075-f62b48860a0c,70,ketamba. ikan merah. lajang,,,,,,,,
791c43de-b287-40ed-9b6f-7554cbde13f8,70,katamba.  ikan merah. lajang,,,,,,,,
d430e7fa-88ca-441f-9616-9c257de62c86,70,karamba.  ikan merah.  lajang,,,,,,,,
453e7109-10c7-4af0-917f-257471914bbf,70,ikan merah,,,,,,,,
25f05ea8-339e-4b0f-97ea-b13d215e2c85,70,katamba. ikan merah. lajang,,,,,,,,
c7c0f56c-32e4-4261-a9e8-dcebc7925f03,70,katamba. ikan merah. lajang,,,,,,,,
7d0ecec4-2e9b-4662-be68-788e77523d5e,70,Katamba. ikan merah. lajang,,,,,,,,
f398cf08-1b18-4fc2-b79d-b2199425ce69,70,katamba.  ikan merah.  layang,,,,,,,,
b01b0165-a89d-4181-a510-0365db611cfb,51,teripang,,,,,,,,
96a9c5cb-9c7d-4491-9024-7e77cfcbe06b,57,Layang,,,,,,,,
1ff0b86d-2804-483b-8173-c935b77deff6,57,Balanak,,15000,,,,,,
1ff0b86d-2804-483b-8173-c935b77deff6,57,Marairi,,10000,,,,,,
92038eb7-a099-4e54-80e1-c63b42a95816,57,Lama,,10000,,,,,,
fafda8a3-71e1-47bd-9ea2-fb543f0238f0,57,Katamba,,20000,,,,,,
ccd87de7-56d3-498d-8355-5894374c0a15,57,Katamba,,,10000,,,,,
f0dc85b8-4ea2-47e8-87ac-600c1ae51609,51,tongkol,,,20000,,,,,
b0a73c72-6398-4200-81b3-a1e3b545b1e3,51,ikan tongkol,25000,25000,25000,25000,25000,25000,25000,
ae8673b5-28fa-4618-acc0-8c0e90dd3fb9,51,loin,,,,,,,,
39a82a7e-555f-4384-b5ae-0ebc224d8f75,57,ikan kakap kecil,,20000,,,,,,
bb4e0081-466f-4f32-98e1-a263407588ca,57,Balaki,,,,,,,,
4adaf098-92cf-4f56-a140-145585d32ab5,57,Baronang,,10000,,,,,,
dfb9256e-62b9-4b85-9930-a593b79aa401,76,korapu,,,,,,,,
baf10fb7-cae5-4b3e-9870-6192ade12687,76,kepiting,,,,,,,,
71b32b22-bada-4973-96e7-084ed6b5448c,76,kepiting,,,,,,,,
af8fe339-b5cf-49a2-a37c-c5ae72b955cb,76,kepiting,,,,,,,,
fa84da66-f170-4fbb-b8ac-c83df550f73d,76,KEPITING,,,,,,,,
674a8db0-ff5d-4fa0-b47f-dbd9798c205b,76,PARI,,,,,,,,
40e3cc39-bdd8-44d8-9702-d789e461e8ae,76,pari,,,,,,,,
0c64d083-887c-403c-ae0e-8eb1c02d1f0c,76,PARI,,,,,,,,
6287ca7b-332e-430c-940b-6cfb65d23da7,76,Pari,,,,,,,250000,
e3b43eef-e0bf-4f30-837a-a64d3f5ee31f,76,Sunu,,,,,,,,
f080750e-0179-4e03-9f6e-407a83d08dd7,76,Lajang,,,,,,,,
a0a03dc3-9998-48d8-8f80-52a27aa499d1,76,sunu,,,,,,,,
91ee6c34-74f3-4bef-a26b-13d7ca97990f,62,ikan sori,,,,,,,,
3466a891-d4f7-4213-940a-2de878dbe19e,51,baronang,,,20000,,,,,
45015036-25b7-49d2-b626-778634261d81,76,cumi,0,0,0,0,0,0,0,0
2005dbf6-d704-4501-95fe-6569ea8765e6,76,sunu,0,0,0,0,0,0,0,
591e56da-c500-42e8-8d7a-a38dd40417b1,62,ketamba,,,,,,,20000,
cc632f46-3c9e-4b04-a695-936bd2679e3f,59,ikan lajang,15000,,,,,,,
ee904627-deb7-491a-be49-ff644580e6b1,76,Rajungan,,,,,,,,
1e5a079d-e434-4300-b3f1-49c8fa5cf8ba,77,kurisi,,,,,,,,
fd83fd1b-48c3-4e47-b64a-601816b7c51b,77,Bau bau,,,,,,,,
b8f8c254-5cfe-47ce-8136-88d080732129,77,bau bau,,8000,,,,,,
5eba2153-26a9-4afc-af79-88217e2cf45e,62,Kakaktu,,,,,,,,
3fee2d39-07fe-4a00-bb59-c4dd795dbc88,63,Sori/matonda,20000,,20000,,,,,
a5bc3bd4-d195-49ab-8d51-82718c27ae57,77,kerapu,0,0,0,0,0,0,0,0
d7e92eb7-86e2-4348-ab56-8e53c8cbd89a,77,cumi cumi,0,0,0,0,0,0,,0
f5418a36-15ec-4ccb-9b70-a4bab4422ade,51,ruma ruma,,,20000,,,,,
c57a7aed-397c-4ad7-9c22-c1c056c5b890,51,ruma ruma,20000,,20000,,,,,
6a1518cb-849b-4442-89a4-e238e19461e1,77,rajungan,,,,,,,,
13504905-237a-471c-a29c-721476b823be,62,gurita,,,,,,,,
630765e4-5df9-44c8-a601-2bd732504726,77,rajungan ,,,,,,,,
353c2c82-34fa-43df-8ff8-fcbf1ac1577f,72,kueja,,,,,,,,
d66872e5-0293-4acc-a7a4-0e8db1fdbc36,72,bete bete,,,,,,,,
3b20cc23-e8c2-4008-8a9b-e1eb746635fe,77,ikan putih,0,0,0,0,0,0,0,0
34184b54-90ad-4402-a593-357726d18239,77,juko eja,0,0,0,0,0,0,10000,0
2f19412b-087e-4dfc-855a-777da93f42c8,57,bia bia,10000,0,20000,0,0,0,0,0
26b6e6a0-3245-4ea1-84c9-25fd5ff08d3d,57,bulu babi,10000,0,0,0,0,0,0,0
82270011-017a-4572-8be8-fc059bbd8028,57,lola,20000,0,30000,0,0,0,0,0
8a90c651-3cf6-4851-8a4d-148ee08f5f34,57,bia bia,10000,0,20000,0,0,0,0,0
531f3481-b5ad-41f3-87d6-7393bb3004fa,57,sipou,10000,15000,20000,0,0,0,0,0
9015143f-5471-4035-a107-22b8bcd4032a,57,sipou,10000,0,0,0,0,0,0,0
cbaa8d5b-75b2-4982-88f4-4e0c040d12ea,51,ikan kembung layar ,45000,45000,45000,45000,45000,45000,45000,
25d4ce4f-d4c4-4b59-ad22-6d19f02b0701,174,ikan tongkol,,,,,,,,
74c0ceb9-14b9-41c6-a9e0-db1db10b48a3,77,rajungan,,,,,,,,
70f62bae-8c8e-4617-aa7a-080c033cc8eb,77,rajungan,,,,,,,,
90948c6b-fe3c-4368-b04c-ac7de277ddae,77,rajungan,,,,,,,,
bf671e60-3821-441a-87cf-6d2a11376023,174,katamba,10000,,,,,,,
2d382d82-c791-4eac-8e49-741b12aa595a,77,cumi cumi,,,,,,,,
e7386f25-60db-4870-b54f-1c88b7e20d60,77,kurisi,,,,,,,,
d6d245c1-862b-470c-84ad-25a40b42f4a1,174,deho,,,,,,,,
79423843-5d79-4d6c-8351-86cfbd5259aa,77,katamba,,,,,,,,
b10bc1cf-84b2-445d-b86f-3bf93394e937,77,rajungan,,,,,,,,
fc98bab5-d6a5-4b36-a399-79c398beb007,76,kepiting,,,,,,,,
c9e270b2-0c38-4b5d-82a6-a60db6746b74,174,ikan katamba,,,,,,,,
723b9a7b-c34a-46d8-a6e9-c62905310d4c,174,langgora,10000,,,,,,,
83ee4cd3-f8dd-462f-a3e1-fdc38d40fd48,174,bobara,,,,,,,,
77ed466f-3dcc-4f0a-9c39-2a494a794adc,174,momar,,,,,,,,
48b19795-61fa-47a6-b524-bd56b932f623,174,tongkol,,,,,,,,
5cc27bc0-368b-4e23-ad6a-b484df41d7c8,174,tongkol,1,,,,,,,
c937f7ac-35c7-4084-9c8e-83b985d18d90,174,boronang,10000,,,,,,,
372243c0-4d9f-4d50-a6b2-3e3bb19ae8a4,57,tongkol,20000,0,0,0,0,0,0,0
54a6950a-137e-48e0-808f-e7a7d708ddea,57,angora,10000,0,0,0,0,0,0,0
01a73ca7-4d02-4c24-bd2c-33dd31137641,57,balaki,0,0,0,0,0,0,0,0
01a73ca7-4d02-4c24-bd2c-33dd31137641,57,momar,0,0,0,0,0,0,0,0
8c5dd361-d10b-4134-b45a-afe1b7e7155d,57,sipou,0,0,0,0,0,0,0,0
7b72a18e-a2a2-48e5-a371-92ec84b957f0,57,katamba,0,0,0,0,0,0,0,0
152add00-a59c-4127-a0ad-d1d54d1ca24c,174,langgora,10000,,,,,,,
19de8fdf-c0eb-4ea1-9cba-6576b3c3edfe,60,motembe,10000,,,,,,,
91a5359d-c2cc-4d3c-b76d-07c744650ec2,174,lalosi,10000,,,,,,,
022ec485-72b0-4f24-bcb6-6d071ec4db10,174,lalosi,10000,,,,,,,
5c088ba9-5bfb-4414-ba00-be09b743859a,174,sori,10000,,,,,,,
607dc025-60e1-4391-bff7-44cd3a4eebdf,174,pogo,10000,,,,,,,
24732e40-1228-4364-840c-091759d48d9c,60,pogo,10000,,,,,,,
24732e40-1228-4364-840c-091759d48d9c,60,motembe,10000,,,,,,,
f9ef738c-7a5b-4366-9255-948c84dee951,60,pogo,10000,,,,,,,
97448ef8-f859-4f8c-9c8d-2f160d1f0ad1,63,,,,,,,,,
1330e1d8-a39c-43a1-ba02-30e9a5478944,174,katamba ,,,,,,,,
0d5ac82b-8de9-4fc0-ab80-3f2f0f0875e4,60,katamba,10000,,,,,,,
