submissionid,ma_id,69_fish_type,69_street,69_customer_home,69_market,69_shop,69_fishing_company,69_restaurant,69_own_home,69_other
62a1bf23-dc93-4b1c-bbf4-cc162909535d,373,mwangar,,,1,,,,,
b0452914-9b90-4d61-9a85-8e2ce87e6998,373,karangahp,2,,,,,,,
55dc085b-c4f5-41a1-8385-256b40472594,373,wakapw,,,,,,,,
463acbbb-50f4-4683-99d0-1ec31b364a57,373,pwulak,,,2,,,,,
a4324c8d-509a-47d9-a28c-96a565932e2c,373,palapal,1,,,,,,,
621ff17b-0c61-4ae3-bbdb-5df21c762379,373,wehi,,,,,,,,
9e8c5c0c-1b4c-4169-8fd1-797f517271bb,373,mwomwoai,1,,,,,,,
db2d9b3a-286b-4860-925c-26f84113a174,373,kasuo,,,,,,,,
d86645fb-7ada-4596-a78d-8b37dcbde300,373,pwoarenmwomw,,,,,,,,
6987726a-197f-4be0-ab69-a00a6f8016a8,373,kasuo,,,,2,,,,
41647735-a4d1-4b8b-bfc2-75b3412af3b0,373,doarop,0,0,0,0,0,0,0,0
1e3ed37a-c6d1-4e8b-abeb-77b919cbe5e4,373,pwilak,,,2,,,,,
1e3ed37a-c6d1-4e8b-abeb-77b919cbe5e4,373,mwamwmwmoai,,,2,,,,,
b3a6f03a-0f9a-4f15-9376-c6fcad9e824e,373,wakapw,,,,,,,,
4471103b-d9bb-492d-acdf-87d975a64b06,373,doarop,,,150,,,,,
4c14b4b2-3956-4a3f-b050-c806781282e2,373,wakapw,,,,140,,,,
32c59a89-314d-4790-bf5e-2c4dc7fb07de,373,wakapw,,,150,,,,,
46d1a457-b930-4f62-a6ec-841dd93076aa,373,wakapw,,,150,,,,,
3c8fb82e-172b-467e-9660-1aed8c99204a,373,mahu,,,,,,,0,
0d8ef4f8-f8b0-4714-9b2d-e72a30c61128,373,karangahp,,,,,,,0,
0c09a9ec-d13f-401c-b341-448def4967ad,373,,,,,,,,,
a9e94412-441b-473d-b976-744cd1ffbd6a,373,kasuo,,,2,,,,,
33dc8732-ce72-4d6c-b53a-d68ddc668bbf,373,doarop,1,,,,,,,
4ec91ebe-7fcc-46ee-a547-d863d0ed7718,373,pwoaren mwahmw,,,2,,,,,
dabbd15e-7af1-4fbf-97a7-70e6c56eb25d,373,"pwoaren mwahmw,",,,2,,,,,
8150c45d-0523-4394-acee-9219f58c4994,373,kioak,,,2,,,,,
fe291a96-f502-4908-8ca5-b30c587ea453,373,daorop,,,2,,,,,
92d73e38-1ae5-4b06-ab79-ea5f8eb2f15b,373,kioak,,,,,,,2,
4bf79fb2-6258-48ee-9b70-08b4444748fa,373,mwoamwmei  ,,,2,,,,,
4bf79fb2-6258-48ee-9b70-08b4444748fa,373,pwoarenmwoamw,,,1,,,,,
7e1fdd56-2165-4df3-b291-437762b56555,373,samwei,1,,,,,,,
2e4a3fb0-fae9-4b41-a1db-b4313bb4b683,373, mackerel ,,,,,,,0,
f3bfcaaa-78aa-42fb-9f92-43f98c4c7041,373,sawi,2,,,,,,,
9b562fb1-be77-4958-8162-c0e7c4a50ef2,373,palapal,,,2,,,,,
984f51ce-eb4b-4cf7-8160-ce45827eb0a1,373,palapal,,,1,,,,,
a725610a-1faf-451b-831c-78700829e2fa,373,doarop,,,,,,,,
a725610a-1faf-451b-831c-78700829e2fa,373,wakapw,,,,,,,,
00fcc995-cd3e-4dcc-afce-78f66f388fe6,373,mwomwmei,,,,,,,,
a3036526-ce2f-4112-8af3-8a59c14c459c,373,mwanger,,,1,,,,,
61cc3359-4776-4365-8500-da628b52a463,373,,,,2,,,,,
ebe954d2-af5e-4bee-80d4-b228619149e9,373,pwulak,,,2,,,,,
44500c53-7549-4e0c-bdf3-fdeab91f1ffc,373,pwahlahl,,,2,,,,,
42dadb00-2b1f-4092-bda6-a2874cfe3d26,373,kioak,,,,2,,,,
a848eb34-a20b-484f-934e-f8bed33cebaa,373,pwoarenmwoamw,,,,1,,,,
1e50879b-b90b-4b3f-828e-3bcedd08f54e,373,mwoahmwmoai,,,2,,,,,
95cf04c2-f6a2-49be-aa73-e1386c9980c0,373,kihr,,,,,,,1,
75d5fe2e-d93d-41fc-b58a-fd75a903e777,373,mwamwmei,,,2,,,,,
f7955a70-de85-40ab-adcc-21a4b81f838b,373,pwoarinmwamw,,,2,,,,,
dbabef1c-f62d-4825-b081-a15a1d84d7a0,373,pwoarin  mwoamw,,,2,,,,,
cc987e36-a9c7-4b3a-aad7-f1cc481900f1,373,mwanger,,,2,,,,,
d9c6c8d8-7b72-4f81-8841-16e561bb263f,373,doarop,,,,,,,,
89f68e25-feda-44da-acd0-d709cb504eca,373,mwanger,,,2,,,,,
e66e6798-a205-4388-99d6-ba30bac7e445,373,doarop,,,,,,,,
fe166e24-9506-40ba-abd8-89fd5b001e4c,373,mwoamw mei,,,,2,,,,
e68781e2-ee5e-41fa-87bf-04de6a1d22d9,373,pwilangking,,,,,,,1,
8f6fa449-29a2-40e3-b978-f2102aea4185,373,pahmoa,,,2,,,,,
5709ce57-bebd-49f8-a898-a1f2ca844f42,373,mwahmw  mwoai ,,,2,,,,,
b6485c8c-503e-4374-9e27-b32fa70598bc,373,mwanger,,,2,,,,,
95e0bd39-ee3e-4ec4-abcd-b4bc732a602c,373,mwoamw moai,,,1,,,,,
2fcd2054-1f39-47fc-b3a7-98ebdba848b6,373,kasuo,,,2,,,,,
9eba4e2e-8c27-4016-86f5-050637810895,373,mahu,,,2,,,,,
9eba4e2e-8c27-4016-86f5-050637810895,373,pwoarin mwomw,,,2,,,,,
f3c131f1-a517-4e86-bb1d-6e514d184b9c,373,kioak,,,2,,,,,
b4bbcd47-680f-4449-9f47-3afad013eeca,373,karangahp,,,2,,,,,
b4bbcd47-680f-4449-9f47-3afad013eeca,373,dokilahr,,,,3,,,,
18165fb5-6691-4831-88fa-9c5505b18525,373,mwager,,,,,,,0,
2376a3cd-ea79-4c16-9bd0-e1534d288544,373,mwomwmoanipinip,,,1,,,,,
3922c6bf-9ad9-446b-bfd5-c5688b0ca879,373,mwomwmoanipinip,,,1,,,,,
41647735-a4d1-4b8b-bfc2-75b3412af3b0,373,pwoarin mwamw,0,0,0,0,0,0,0,0
37cad572-3f60-4802-875c-239909a6bab9,373,pwoarin mwomw,,,150,,,,,
b4b58b6e-5259-45aa-8bf8-9c213519a2c9,373,pwoarin mwo.w,,,150,,,,,
e8d4ad40-9d79-48af-af35-6af54bec4b22,373,mahu,,,2,,,,,
e8d4ad40-9d79-48af-af35-6af54bec4b22,373,pwoarinmwoamw,,,2,,,,,
0d8ef4f8-f8b0-4714-9b2d-e72a30c61128,373,oarong,,,,,,,0,
ecb6073c-7fcf-4c68-8861-5e787ced6954,373,pwulangkin,,,2,,,,,
5ec68696-81f8-47e7-8cd9-7f41f466b0bf,373,mwanger,,,2,,,,,
e7f87570-142c-43df-83d3-dd63e4ac1f7c,373,mwanger,,,2,,,,,
a9e94412-441b-473d-b976-744cd1ffbd6a,373,mwanger,,,2,,,,,
d8f9b34f-6e8d-4d24-95ac-d4c94a6f93d3,373,moam  moai,,,2,,,,,
daa5843a-86a5-423c-9505-181bea6358f6,373,mwomwmoai,,,1,,,,,
daa5843a-86a5-423c-9505-181bea6358f6,373,pwilak,,,1,,,,,
3f57c7e8-46f0-4e21-b457-fa8778bc8098,373,pwilangking,,,1,,,,,
0eaa6483-10fa-4b08-aac7-272b5b13fcb4,373,keipweni,,,2,,,,,
ad68b4fb-79ec-428b-97aa-a095a8693e7b,373,mwomwmoai,,,2,,,,,
5e034656-e11c-42d6-9e0f-33cbaac1385e,373,pwuhlangkin,,,,,,,,0
e890b825-9cae-4170-a3b8-33c357af4673,373,doahrop,,,2,,,,,
18cba8cd-c423-4dc1-9034-b308b4e10f81,373,mahu,,,2,,,,,
8150c45d-0523-4394-acee-9219f58c4994,373,pwoaren mwahmw,,,2,,,,,
5ebff2e1-d147-47b5-a2e5-536662814371,373,mwomwmei,,,2,,,,,
aadc07b8-c56b-44ef-83f4-32bc35e6ff8f,373,mau,,,,,,,,
10b2910c-5b2a-4b7a-9415-1b6d3d5465b5,373,limwer,,,2,,,,,
69a079ca-2c31-4ac7-889d-0847d9184df7,373,doarop,,,,,,,,
1840a331-805f-4393-9b0b-4e9d712cbd96,373,pwulak,,,2,,,,,
fe291a96-f502-4908-8ca5-b30c587ea453,373,pwoarenmwomw,,,2,,,,,
326abd73-6c43-48ff-ba4a-926b2ac61fc6,373,mwomwmei,,,2,,,,,
681d8ad6-1aeb-4561-bb96-a1b57a16f5e6,373,pworenmwomw,,,,,,,,
987af84b-00ce-4488-a250-f33f635c3f0a,373,kasuwo,2,,,,,,,
3805bc7e-39be-40ae-89ea-cc3fefca2a34,373,karangap,,,2,,,,,
432e3afd-24a6-4d59-a96b-22975d759cb3,373,kaswo,2,,,,,,,
1e2d2cef-a263-441c-b7cd-6526c2a82761,373,sawi,,,2,,,,,
9b562fb1-be77-4958-8162-c0e7c4a50ef2,373,ah,,,2,,,,,
11015f9c-266d-473f-b4c7-acdfc882b4fe,373,doarop,,,2,,,,,
ed01ca8f-26ea-4767-9d63-70b85a6c7913,373,mahu,,,2,,,,,
6e206804-4690-4b53-99ce-b7befe8e4afc,373,oarong,,,,,,,2,
a9979e3c-17e9-4089-98fa-1ff7489ba975,373,pwoarinmwamw,,,,,,,2,
fe1d7dc9-4ace-4f71-ad54-afa59d611f14,373,doarop,,,2,,,,,
42fa4195-e6bd-4b3e-9cd2-173cb5a307d4,373,pwoarinmwamw,,,1,,,,,
42fa4195-e6bd-4b3e-9cd2-173cb5a307d4,373,pwahlahl,,,1,,,,,
08d74fb9-0c99-4ef2-bf5e-1bf28f3b4eb6,373,mwanger,,,2,,,,,
7e20d45a-60d1-431e-9ed2-01e0a36ebd4a,373,kioak,,,2,,,,,
88f81acb-a446-4e07-9285-7952f76895c8,373,Toamwoarok,,,,,,,,
4cce4743-6691-47a0-98d5-c0929908d273,373,doarop,,,,,,,,
b24fafb6-452c-4cc1-aa28-7f2f084d2c18,373,pwoarenmwoamw,,,,,,,,
3353b934-a505-47b9-9bce-8339f10abf2e,373,sawi,,,2,,,,,
e68781e2-ee5e-41fa-87bf-04de6a1d22d9,373,mahu,,,,,,,1,
d6b42bda-7e28-4dce-bc12-5d1e31507384,373,pwoaren mwahmw,,,2,,,,,
553eb00e-31e9-4072-a650-4904f3fbb2e2,373,pwoahren mwahmw,,,2,,,,,
2fcd2054-1f39-47fc-b3a7-98ebdba848b6,373,mwoamw moai,,,2,,,,,
ef91e61c-3838-4093-8e0f-3b2f2476be11,373,kioak,,,160,,,,,
f37b1add-becb-421e-9370-fc447c942857,373,pwalahl,,,,,,,,
28cae6c0-10fd-4b36-a82a-be9b5e5966dc,373,mwahmw mei,,,,,,,,
cc2b5685-d634-4a43-94dc-a8d0a6576d20,373,karangahp,,,1,,,,,
14d44771-bf6a-4e6d-958d-a4116f9e373c,373,mwoamw moai,,,,,,,,
57605dd5-469a-48fc-9cb1-cb9a0587d492,373,pwulak,,,2,,,,,
655e1ca4-3996-43c0-81ce-4c8b5d5e6fdf,373,palapal,,,2,,,,,
ccf6da41-8e5e-4454-a34e-6be1a719a161,373,wakapw,,,,,,,,
0d8ef4f8-f8b0-4714-9b2d-e72a30c61128,373,kasuwo,,,,,,,0,
6e302754-66fd-4b06-977a-fc3e3a4620b6,373,mahu,,,2,,,,,
3a615f49-78ae-45b2-8231-94098adc0fd2,373,koamoaik,,,2,,,,,
e7f87570-142c-43df-83d3-dd63e4ac1f7c,373,wakapw,,,2,,,,,
eddcb74b-afee-401c-baec-dd7995b3bf6b,373,kioak,,,2,,,,,
58bf7c4b-72d1-4147-8c1b-9226cfb28631,373,mwanger,,,2,,,,,
58bf7c4b-72d1-4147-8c1b-9226cfb28631,373,wakapw,,,2,,,,,
d8dca93e-12fd-4223-abbd-28a175670f9c,373,karangahp,,,2,,,,,
0eaa6483-10fa-4b08-aac7-272b5b13fcb4,373,pwahlahl,,,2,,,,,
01a70bff-43bd-4453-9c45-8d9b2f1c08d3,373,doarop,,,2,,,,,
5ebff2e1-d147-47b5-a2e5-536662814371,373,pworenmwomw,,,2,,,,,
ccf333ec-23d5-4b3b-a1d3-ca383a080e40,373,lidoi,,,2,,,,,
69a079ca-2c31-4ac7-889d-0847d9184df7,373,mahu,,,,,,,,
f40b9697-a1cc-4984-82a1-9c648c41ad2c,373,kasuwo,2,,,,,,,
9b562fb1-be77-4958-8162-c0e7c4a50ef2,373,kioak,,,2,,,,,
984f51ce-eb4b-4cf7-8160-ce45827eb0a1,373,pwulak,,,,2,,,,
59379a30-6136-47f8-8ab8-8a2a1066a65c,373,doarop,,,,,,,,
d7541db4-dea0-49fe-8ae5-b934c81ac0a9,373,palapal,,,,,,,,
2b01f057-899c-4fbd-bf69-c3f9c856aa62,373,palapal,,,2,,,,,
a2edc345-e471-41d1-b3b0-a6d1f9cfe6fb,373,mwoamwmei,,,,,,,,
9db83eb0-b74f-4f66-89d8-20a7dba4ed6c,373,wakapw,,,,,,,,
b1e6dbe2-505e-4b09-a27f-05b0586029b6,373,mwoamw moai,,,2,,,,,
800a3470-cbd2-4ff8-b696-0ac1f993304a,373,mwoamw moai,,,,,,,,
325b6be2-ab06-4264-b432-0dd4ed72f8ae,373,mahu,,,,,,,,
f03e3890-b6df-4389-a57c-9c5a6a63a22b,373,kioak,,,,,,,,
b87561f3-2413-4243-8143-7650ee7cb44e,373,lidoin mahu,,,,,,,,
586e90eb-8db9-4439-8931-ec2f921d6b82,373,mahu,,,,,,,,
e5369ec5-b86c-4b83-a12e-84001eb99036,373,kihr,,,2,,,,,
20a3b908-a5b5-481a-afbc-68d0728f7432,373,pwoarinmwamw,,,2,,,,,
20a3b908-a5b5-481a-afbc-68d0728f7432,373,mwamwmoai,,,2,,,,,
0de862e0-9541-4784-b5a0-f617ff52f69f,373,kioak,,,,,,,,
f8700123-25a3-4ccd-a327-2596d0de07cf,373,mwahmwmei,,,,,,,2,
75d5fe2e-d93d-41fc-b58a-fd75a903e777,373,pwilangkin,,,2,,,,,
c84067b0-6988-4e85-84ea-bf4a317d30ab,373,Asemel,,,2,,,,,
f3569233-5938-4051-9b1e-46354e33581c,373,mwanger,,,2,,,,,
cc987e36-a9c7-4b3a-aad7-f1cc481900f1,373,mahu,,,2,,,,,
1797a241-2167-4e90-9944-68cd4dba891e,373,mwoamwmei,,,2,,,,,
1797a241-2167-4e90-9944-68cd4dba891e,373,sawi,,,2,,,,,
70b5be73-b013-4673-a573-a33b482e9d46,373,mwoamw mei,,,2,,,,,
a7ef2a30-befa-4ffb-ba47-d58c347433da,373,mwager,,,2,,,,,
fed00e67-4cc3-4266-b910-bb4613f49d6f,373,poarin mwoamw,,,,,,0,,
ca9f6535-82ec-4849-91f8-7b35ad02d18e,373,manger,,,2,,,,,
40be1fe0-1507-4561-b8f1-96b1bce2f3a5,373,koaroar,,,1,,,,,
cc2b5685-d634-4a43-94dc-a8d0a6576d20,373,oarong,,,1,,,,,
db2d9b3a-286b-4860-925c-26f84113a174,373,mwomwmoai,,,,,,,,
1f58d43b-3f48-4288-9050-9fc5d6af14e9,373,koarkoar,,,2,,,,,
57605dd5-469a-48fc-9cb1-cb9a0587d492,373,mahu,,,2,,,,,
4f90b275-a4bb-48a3-af6c-8ed1adeed76e,373,mwoamw moai,,,,,,,,
c314033a-81c8-4428-8c9a-7bbb1ad1a783,373,karangahp,,,,,,,,
23d60f48-8059-4983-87cf-a2c0e81ba231,373,samwei,,,1,,,,,
e3360bf5-c761-4a84-b475-76ef8376eed3,373,mahu,,,150,,,,,
4fb94070-6e90-40b6-9b2d-7b6c384c22cc,373,doarop,,,,150,,,,
4fb94070-6e90-40b6-9b2d-7b6c384c22cc,373,mahu,,,,150,,,,
37cad572-3f60-4802-875c-239909a6bab9,373,mahu,,,150,,,,,
885bc895-40c4-4d66-b7ef-c230219baec0,373,kioak ,,,2,,,,,
a7ea9558-1548-446f-9625-bc67a2222e8f,373,mwoamwmoai,,,2,,,,,
4a6bfd08-e410-477f-be21-66c7b6686ace,373,kioak,,,2,,,,,
f1818f15-c95e-4a67-b3cd-50e34f586024,373,kasuo,,,,,,,,0
d8f9b34f-6e8d-4d24-95ac-d4c94a6f93d3,373,mwanger,,,2,,,,,
381a6ea5-d1a7-4875-899f-6569663809ba,373,mwanger,,,,,,,,
b43f5736-c149-489a-a59f-184f9916d8da,373,mwomwpwon,,,2,,,,,
5e034656-e11c-42d6-9e0f-33cbaac1385e,373,pwoaren mwahmw,,,,,,,,0
c6653550-a350-46ba-8739-52bcb5e9a0d8,373,pwoaren mwahmw,,,,,,,,0
c6653550-a350-46ba-8739-52bcb5e9a0d8,373,kihoak,,,,,,,,0
18cba8cd-c423-4dc1-9034-b308b4e10f81,373,pwoaren mwahmw,,,2,,,,,
8c618473-b7b4-4dff-9bc5-f893889e2c6f,373,mwomwmei,,,2,,,,,
aadc07b8-c56b-44ef-83f4-32bc35e6ff8f,373,mwomwmei,,,,,,,,
fe291a96-f502-4908-8ca5-b30c587ea453,373,mwomwmei,,,2,,,,,
add37f0a-e091-48fe-ab93-c81251a1e6bb,373,pwuhlak,,,2,,,,,
a253ca0e-bbbd-4141-b61b-8f551216b27f,373,pwilak,2,,,,,,,
a253ca0e-bbbd-4141-b61b-8f551216b27f,373,arong,2,,,,,,,
3805bc7e-39be-40ae-89ea-cc3fefca2a34,373,kaswo,,,2,,,,,
82e3483b-9807-4eb0-a78c-2aab483ea16c,373,palapal,,,,,,,,
c92cb180-8226-479a-9020-008dcde53e5e,373,samwei,,,,,,,,
c92cb180-8226-479a-9020-008dcde53e5e,373,kioak,,,,,,,,
00fcc995-cd3e-4dcc-afce-78f66f388fe6,373,kioak,,,,,,,,
11015f9c-266d-473f-b4c7-acdfc882b4fe,373,pwoaren mwoamw,,,2,,,,,
c4fa6729-68db-40f1-b17c-4d2fffa3232d,373,mwanger,,,,,,,,
7c6bc8fb-a1a5-4e5f-b3ea-6ad4d83193cd,373,wakapw,,,,,,,,
61cc3359-4776-4365-8500-da628b52a463,373,palapal,,,2,,,,,
d542c746-798f-4aa4-973f-40a5ee2e9caf,373,oarong,,,2,,,,,
ebe954d2-af5e-4bee-80d4-b228619149e9,373,lioli,,,2,,,,,
42dadb00-2b1f-4092-bda6-a2874cfe3d26,373,oarong,,,2,,,,,
45d1ebb5-2135-4192-8747-9bd676e32024,373,samwei,,,2,,,,,
6e206804-4690-4b53-99ce-b7befe8e4afc,373,mwamwmei,,,,,,,2,
0de862e0-9541-4784-b5a0-f617ff52f69f,373,doarop,,,,,,,,
42fa4195-e6bd-4b3e-9cd2-173cb5a307d4,373,maulik,,,1,,,,,
c84067b0-6988-4e85-84ea-bf4a317d30ab,373,doarp,,,2,,,,,
7dd92d41-a276-4c22-9e06-da50283b64a9,373,mwanger,,,2,,,,,
39206f61-be4d-46a5-8c1c-1ff2a5b1b2bd,373,samwei,,,2,,,,,
8f8bf8f7-2e68-4145-8cfa-18c906c7e31f,373,koamoaik,,,,,,,,
8f8bf8f7-2e68-4145-8cfa-18c906c7e31f,373,moaroar,,,,,,,,
b24fafb6-452c-4cc1-aa28-7f2f084d2c18,373,doarop,,,,,,,,
e185b6fe-10d8-40b9-b20e-37f90f4e4ef9,373,pwoarenmwoamw,,,,,,,,
89f68e25-feda-44da-acd0-d709cb504eca,373,wakapw,,,2,,,,,
5053c435-ccf8-481b-9160-d3931d704679,373,mwoamwmei,,,2,,,,,
2ea1336e-ffab-4f3b-ab7f-01ba1b0889d6,373,pwoarenwoaw,,2,,,,,,
b1cdf142-0d1b-4e7b-9ea4-5c584af8b43f,373,maulik,,,2,,,,,
70b5be73-b013-4673-a573-a33b482e9d46,373,pwuhlak,,,2,,,,,
bb3ea1d5-5591-419a-b4fc-b6007bb854ec,373,Karahgap,,,2,,,,,
9eba4e2e-8c27-4016-86f5-050637810895,373,wakapw,,,2,,,,,
29f20a22-d6a6-43a2-aca9-c00fa9e3d545,373,kioak,,,1,,,,,
29f20a22-d6a6-43a2-aca9-c00fa9e3d545,373,mahu,,,1,,,,,
fed00e67-4cc3-4266-b910-bb4613f49d6f,373,oaroang,,,,,,,0,
82432495-3fe6-4a38-b6a0-6fe9e01f7488,373,mahu,,,,,,,,
14d44771-bf6a-4e6d-958d-a4116f9e373c,373,doarop,,,,,,,,
14d44771-bf6a-4e6d-958d-a4116f9e373c,373,mahu,,,,,,,,
6987726a-197f-4be0-ab69-a00a6f8016a8,373,oarong,,,2,,,,,
c314033a-81c8-4428-8c9a-7bbb1ad1a783,373,mwoamw moai,,,,,,,,
1e3ed37a-c6d1-4e8b-abeb-77b919cbe5e4,373,kioak,,,2,,,,,
df2f6eec-0708-4379-ac39-36d715d5fbd3,373,mau,,,2,,,,,
df2f6eec-0708-4379-ac39-36d715d5fbd3,373,pwoarinmwamw,,,2,,,,,
23d60f48-8059-4983-87cf-a2c0e81ba231,373,mwanger,,,2,,,,,
23d60f48-8059-4983-87cf-a2c0e81ba231,373,pwalahl,,,2,,,,,
74355358-75cb-490e-87a8-33c69fb88cdf,373,mahu,,,,,,,,
e8d4ad40-9d79-48af-af35-6af54bec4b22,373,mwoamw moai,,,2,,,,,
687fd343-c0fa-4dea-aab4-84b926ae6f0c,373,samwei,,,,,,,0,
96abb794-9acd-4b73-bf87-f18c9cabfaf2,373,wakamw,,,2,,,,,
96abb794-9acd-4b73-bf87-f18c9cabfaf2,373,mwanger,,,2,,,,,
ecb6073c-7fcf-4c68-8861-5e787ced6954,373,mahu,,,2,,,,,
307afd72-86a9-4e30-a893-c1b798cccbb0,373,mwanger,,,2,,,,,
a88940ca-7561-4a60-82a3-0709e6db32eb,373,mwanger,,,2,,,,,
e7f87570-142c-43df-83d3-dd63e4ac1f7c,373,pwoarin mwoamw,,,2,,,,,
a9e94412-441b-473d-b976-744cd1ffbd6a,373,kioak,,,2,,,,,
d8f9b34f-6e8d-4d24-95ac-d4c94a6f93d3,373,pwoarin mwoamw,,,2,,,,,
33dc8732-ce72-4d6c-b53a-d68ddc668bbf,373,mwomwmoai,,,2,,,,,
ad68b4fb-79ec-428b-97aa-a095a8693e7b,373,pwilak,,,2,,,,,
3288c1cd-547b-4e36-9896-9d1122a8a772,373,pwoarinmwomw,,,1,,,,,
2d353a97-0d05-47a6-abf1-9d46a75b6627,373,pwoaren mwahmw,,,,,,,,0
2d353a97-0d05-47a6-abf1-9d46a75b6627,373,mahu ,,,,,,,,0
afeaf56c-acd9-4917-907c-678ec27b0031,373,kasiwo,,,,,,,,0
18cba8cd-c423-4dc1-9034-b308b4e10f81,373,mwahmw mwoai,,,2,,,,,
26633584-d3b9-427d-b0a2-ef5886e30610,373,mwomwmei,,,2,,,,,
987af84b-00ce-4488-a250-f33f635c3f0a,373,mackrel,,,2,,,,,
f40b9697-a1cc-4984-82a1-9c648c41ad2c,373,mackrel,,,2,,,,,
7df2527f-403f-4a19-a7a9-a6415ecbebcd,373,moaroal,,2,,,,,,
1e2d2cef-a263-441c-b7cd-6526c2a82761,373,pwulak,,,2,,,,,
77d433af-528d-48fd-b104-64a9c5dec65f,373,mwomwmei,,,1,,,,,
1126c20d-83b8-40b6-8bcd-df06ddac4ffe,373,kaseo,,,1,,,,,
59379a30-6136-47f8-8ab8-8a2a1066a65c,373,durudara,,,,,,,,
d7541db4-dea0-49fe-8ae5-b934c81ac0a9,373,pwoarenmwoamw,,,,,,,,
e7d4c2b4-4193-4709-bdb5-7a58bfd3f030,373,karangahp,,,2,,,,,
5c0598bf-5f5f-4b46-ab28-6dd63748e794,373,wakapw,,,,,2,,,
bd9fef25-e178-468d-997e-3387b1edebe9,373,doRop,,,2,,,,,
1e50879b-b90b-4b3f-828e-3bcedd08f54e,373,pwoarinmwamw,,,2,,,,,
56d984ec-b7af-48c3-b232-8a7e78cdf86c,373,mwahmwmei,,,2,,,,,
f7955a70-de85-40ab-adcc-21a4b81f838b,373,mahu,,,2,,,,,
eca5f439-1945-48f5-859f-67a0a87b99da,373,mahu,,,,2,,,,
b51bb36e-07fa-47b4-8a87-945a9fbc36ac,373,pwahlahl,,,2,,,,,
8f6fa449-29a2-40e3-b978-f2102aea4185,373,moamw moai,100,,2,,,,,
b6485c8c-503e-4374-9e27-b32fa70598bc,373,toamwoarok,,,2,,,,,
9adc2978-43f8-420c-a41f-59a09923bc33,373,doarop,,,,,,,,
07d5d2e7-4736-48ab-967a-8108a3c79eb1,373,doarop,,,,,,,1,
95e0bd39-ee3e-4ec4-abcd-b4bc732a602c,373,pwoaren mwoamw,,,1,,,,,
a65f0451-6111-446f-8646-f17851226f2a,373,kioak,,,,2,,,,
144c29a0-459f-4328-8992-a31ef1d2e9b3,373,mwanger,,,,,,,,
06ce0cd7-b112-4a44-ad23-5cbee77d0f37,373,kioak,,,100,,,,,
28cae6c0-10fd-4b36-a82a-be9b5e5966dc,373,lalapal,,,,,,,,
a7ef2a30-befa-4ffb-ba47-d58c347433da,373,pwoarin mwoamw,,,2,,,,,
ae10d5f8-9928-429b-8dbc-2ac514095b81,373,kihr,,,1,,,,,
15a0523b-ba69-41a4-9b90-6c81e0eab311,373,oarong,,,2,,,,,
dc23f9de-938f-4e3d-8d71-70603beb6b14,373,oarong,,,,,,,,
0d018da0-c4d1-4d09-820d-f44dc75e4959,373,karangahp,,,,,,,3,
74355358-75cb-490e-87a8-33c69fb88cdf,373,kasuo,,,,,,,,
e750c4a8-4bfe-436f-8748-5a3a09c550b8,373,mahu,,,150,,,,,
5ec68696-81f8-47e7-8cd9-7f41f466b0bf,373,Toamwoarok,,,2,,,,,
a88940ca-7561-4a60-82a3-0709e6db32eb,373,pwulangkin,,,2,,,,,
10075623-6f54-491b-b3f3-781da04c1bf0,373,mwoamwoai,,,,,,,,0
0eaa6483-10fa-4b08-aac7-272b5b13fcb4,373,mwanger,,,2,,,,,
3288c1cd-547b-4e36-9896-9d1122a8a772,373,mwhau,,,1,,,,,
3288c1cd-547b-4e36-9896-9d1122a8a772,373,mwomwmoai,,,1,,,,,
8f7f2832-9e44-486d-a455-64b87a059737,373,pwoaren mwahmw,,,,,,,,0
e890b825-9cae-4170-a3b8-33c357af4673,373,pwoaren mwahmw,,,2,,,,,
b44be22b-738b-4617-9847-e9c6f5fc8c9d,373,mwahger,,,2,,,,,
afeaf56c-acd9-4917-907c-678ec27b0031,373,pwoaren mwahmw,,,,,,,,0
dabbd15e-7af1-4fbf-97a7-70e6c56eb25d,373,Mwahger,,,2,,,,,
f5de8dad-76f5-4216-8a5d-03fe7fb5dc5f,373,mwahulik,,,2,,,,,
8c618473-b7b4-4dff-9bc5-f893889e2c6f,373,mwanger,,,2,,,,,
8c618473-b7b4-4dff-9bc5-f893889e2c6f,373,mahu,,,2,,,,,
26633584-d3b9-427d-b0a2-ef5886e30610,373,koarkoar,,,2,,,,,
ccf333ec-23d5-4b3b-a1d3-ca383a080e40,373,mwanger,,,2,,,,,
326abd73-6c43-48ff-ba4a-926b2ac61fc6,373,pwoarenmwomw,,,2,,,,,
681d8ad6-1aeb-4561-bb96-a1b57a16f5e6,373,doarop,,,,,,,,
4bf79fb2-6258-48ee-9b70-08b4444748fa,373,samwei,,,1,,,,,
61fae4f2-f601-48fd-9596-41364ec3a509,373,karangap,,,2,,,,,
4c1019b2-2dc9-4043-a6db-d1678feb9485,373,,,,,,,,,
a253ca0e-bbbd-4141-b61b-8f551216b27f,373,mwomw mei,2,,,,,,,
7e1fdd56-2165-4df3-b291-437762b56555,373,kasuwo,1,,,,,,,
7e1fdd56-2165-4df3-b291-437762b56555,373,pwulak,1,,,,,,,
77d433af-528d-48fd-b104-64a9c5dec65f,373,mwanger,,,1,,,,,
f3bfcaaa-78aa-42fb-9f92-43f98c4c7041,373,pwoarenmwoamw,1,,,,,,,
