country,level1_name,level2_name,level3_name,level4_name,level4_id,lat,lon,ma_name,3_community,submissionid,48_enforcement_participation
HND,Cortés,Puerto Cortés,,Bajamar,466,15.886674,-87.859082,Puerto Cortés,Bajamar,82dca6da-f7fd-4ad6-967f-22fcf9a36113,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,f53392b1-5139-4e56-90eb-d5e8309e7d60,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,aa05cdad-f0a2-4b4e-bb73-a269ab2a195d,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,62009e23-3ac5-43cd-94fd-a78514baee20,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,722135e2-fffc-43d8-823b-b2d58b779177,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,4a1596fd-b28b-4f75-8038-c7a09e50c03a,No
HND,Cortés,Puerto Cortés,,Bajamar,466,15.886674,-87.859082,Puerto Cortés,Bajamar,80514b11-cb4f-4bdf-b33d-1f2caa401ed7,No
HND,Cortés,Puerto Cortés,,Bajamar,466,15.886674,-87.859082,Puerto Cortés,Bajamar,448306c7-6e7f-439a-90ea-aea4196b0132,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,ea54b31e-b1ec-42ce-bf50-c38da13feb0a,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,43f319b3-231a-4c2d-b1d3-2003efc1b89a,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,6f22e21b-5fef-4400-87d3-ff256272837f,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,0c390b6f-b02d-4ff5-8b34-19b57e04ae16,No
HND,Cortés,Puerto Cortés,,Bajamar,466,15.886674,-87.859082,Puerto Cortés,Bajamar,29160449-933c-4cd2-9163-9f9592310204,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,917855b0-7623-4e0b-ae01-b41edf6f7fd2,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,12e6e6ed-a03a-48c7-8cad-8dd20fd665ed,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,064bf6a6-06a8-432a-b9a9-f07fb2213234,No
HND,Cortés,Puerto Cortés,,Bajamar,466,15.886674,-87.859082,Puerto Cortés,Bajamar,450bdf93-5842-455e-acee-75f7edd97c7f,No
