country,level1_name,level2_name,level3_name,level4_name,level4_id,lat,lon,ma_name,3_community,submissionid,45_leadership_position
PHL,Western Visayas,Antique,Libertad,Union,1860,11.763381,121.896011,Antique_Libertad,Union,3636e50e-e282-49a9-9753-71c8f3d17ed1,No
PHL,Western Visayas,Antique,Libertad,Union,1860,11.763381,121.896011,Antique_Libertad,Union,f7a4822f-8a89-4893-944f-fae0b89d81f4,Not sure
PHL,Western Visayas,Antique,Libertad,Union,1860,11.763381,121.896011,Antique_Libertad,Union,f7a4822f-8a89-4893-944f-fae0b89d81f4,No
PHL,Caraga,Surigao del Norte,Dapa,Jubang,1747,9.775481,126.015072,SDN_Dapa,1747,c780318f-f917-4fde-bd5f-cccddd0956b6,No
PHL,Caraga,Surigao del Norte,General Luna,Malinao,1779,9.782405,126.128648,SDN_GL,1779,064b770b-759c-4d79-b269-4c90eefa7829,No
PHL,Caraga,Surigao del Norte,General Luna,Poblacion III (Purok III),1782,9.785186,126.154872,SDN_GL,1782,110c6568-60f7-4702-9484-9e247bafd5c2,No
PHL,Caraga,Surigao del Norte,General Luna,Poblacion III (Purok III),1782,9.785186,126.154872,SDN_GL,1782,e41b9dd1-4d66-42aa-83c6-01ddaac60490,No
PHL,Caraga,Surigao del Norte,General Luna,Poblacion III (Purok III),1782,9.785186,126.154872,SDN_GL,1782,297f8bc9-adac-4d6a-ae60-84365e67c9db,No
PHL,Caraga,Surigao del Norte,General Luna,Catangnan,1776,9.804917,126.158271,SDN_GL,1776,014ebfda-7c97-469e-af6a-f4bad5457ae3,No
PHL,Caraga,Surigao del Norte,General Luna,Poblacion IV (Purok IV),1783,9.797691,126.147609,SDN_GL,1783,0ca521bc-08f2-4fa4-95c8-2c3a1988156f,No
PHL,Caraga,Surigao del Norte,General Luna,Malinao,1779,9.782405,126.128648,SDN_GL,1779,138266a6-8712-489e-8123-6ec007f14a7e,No
PHL,Caraga,Surigao del Norte,General Luna,Daku,1777,9.740543,126.163809,SDN_GL,1777,5bb4eef6-341e-4c0e-82de-878617dd74f8,No
PHL,Caraga,Surigao del Norte,General Luna,Daku,1777,9.740543,126.163809,SDN_GL,1777,7e237377-9c45-4868-b01f-19c74f4c49f7,No
PHL,Caraga,Surigao del Norte,General Luna,Daku,1777,9.740543,126.163809,SDN_GL,1777,a4a7dc37-fb8a-4334-9d16-6975e95bf687,No
PHL,Caraga,Surigao del Norte,General Luna,Daku,1777,9.740543,126.163809,SDN_GL,1777,1a535788-fd7d-4b4f-b383-3b96316ca729,No
PHL,Caraga,Surigao del Norte,General Luna,Daku,1777,9.740543,126.163809,SDN_GL,1777,b2d1488f-cfae-4651-bd58-4f1732ea1df9,No
